ID,Name,Position,Team,Current Price,Total Points,Points Per Game,Event Points,Form,Influence,Creativity,Threat,ICT Index,BPS,Chance Of Playing,News,Days Since News Added,Selected By Percent,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Goals Conceded per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,Direct_Freekick_or_Penalty,Indirect_Freekick_or_Corner,Clean Sheet Adder,Goal Scored Adder,Assists Adder,Penalty Missed Adder,Penalties Saved Adder,3_Shot Save Adder,2_Goals Conceded Adder,Yellow Card Adder,Red Card Adder,Own Goal Adder,EP Next,Goal Contributions,Goals per 90,Assists per 90,Threat per 90
192,J.Ayew,Midfielder,Leicester,5.2,15,1.9,6,3.0,57.6,71.4,70.0,19.9,61,100,No news,,0.2,399,1,0,1,8,1.8,0,0,0,3,0,0,0,1,0,1,5,3,-2,5,0,0,-1,-3,-2,3.0,1,0.22556390977443608,0.0,15.789473684210526
329,Mac Allister,Midfielder,Liverpool,6.2,15,1.9,0,0.7,84.8,125.3,57.0,26.7,90,100,No news,6.0,1.5,563,0,0,4,1,0.16,0,0,0,2,0,0,0,0,1,1,5,3,-2,5,0,0,-1,-3,-2,0.7,0,0.0,0.0,9.11190053285968
528,Mavropanos,Defender,West Ham,4.5,15,2.1,1,0.7,147.8,9.8,36.0,19.5,67,100,No news,,0.2,515,0,0,1,9,1.57,0,0,0,0,0,0,2,0,0,4,6,3,-2,5,0,-4,-1,-3,-2,0.7,0,0.0,0.0,6.29126213592233
101,Nørgaard,Midfielder,Brentford,4.8,15,2.5,1,2.7,128.0,59.3,65.0,25.3,112,100,No news,33.0,0.1,526,1,0,0,10,1.71,0,0,0,2,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,2.7,1,0.1711026615969582,0.0,11.121673003802282
415,Schär,Defender,Newcastle,5.4,15,2.5,2,2.7,108.8,26.9,38.0,16.9,55,100,No news,22.0,1.1,477,1,0,1,6,1.13,0,0,0,2,1,0,0,1,0,4,6,3,-2,5,0,-3,-1,-3,-2,2.2,1,0.18867924528301888,0.0,7.169811320754717
79,Senesi,Defender,Bournemouth,4.8,15,2.5,9,4.0,148.2,48.4,14.0,21.2,64,100,No news,,0.6,526,0,0,1,6,1.03,0,0,0,3,0,0,3,0,0,4,6,3,-2,5,0,-3,-1,-3,-2,4.0,0,0.0,0.0,2.3954372623574147
81,Smith,Defender,Bournemouth,4.5,15,1.9,1,1.7,43.8,20.1,2.0,6.5,55,100,No news,,0.2,371,0,0,1,3,0.73,0,0,0,1,0,0,0,0,0,4,6,3,-2,5,0,-1,-1,-3,-2,1.7,0,0.0,0.0,0.4851752021563343
611,Szmodics,Midfielder,Ipswich,5.8,15,1.9,1,1.0,51.0,46.7,49.0,14.5,43,100,No news,,0.2,322,1,0,0,5,1.4,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.0,1,0.2795031055900621,0.0,13.695652173913043
217,A.Doucoure,Midfielder,Everton,5.2,14,2.0,3,2.7,53.6,78.0,19.0,15.0,52,100,No news,,0.2,485,0,0,2,9,1.67,0,0,0,0,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,2.7,0,0.0,0.0,3.5257731958762886
113,Adingra,Midfielder,Brighton,5.4,14,2.8,0,0.0,58.4,32.5,49.0,14.0,45,100,No news,24.0,0.5,134,1,1,0,1,0.67,0,0,0,0,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.0,2,0.6716417910447761,0.6716417910447761,32.91044776119403
28,Bailey,Midfielder,Aston Villa,6.3,14,2.0,1,3.0,44.0,108.3,68.0,21.9,47,100,No news,20.0,1.1,408,0,1,1,5,1.1,0,0,0,2,0,0,0,1,1,1,5,3,-2,5,0,0,-1,-3,-2,3.0,1,0.0,0.22058823529411764,15.0
578,Calafiori,Defender,Arsenal,5.8,14,2.3,1,1.0,119.8,42.8,100.0,26.2,60,75,Knee injury,1.0,2.3,384,1,0,0,6,1.41,0,0,0,1,0,0,1,0,0,4,6,3,-2,5,0,-3,-1,-3,-2,0.8,1,0.234375,0.0,23.4375
588,G.Rodríguez,Midfielder,West Ham,4.9,14,1.8,2,2.0,91.8,28.0,9.0,12.9,83,100,No news,,0.1,598,0,0,1,14,2.11,0,0,0,2,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,2.0,0,0.0,0.0,1.354515050167224
461,Harwood-Bellis,Defender,Southampton,4.0,14,1.8,0,2.7,164.6,78.6,83.0,32.7,47,100,No news,,10.3,589,1,0,0,14,2.14,0,0,0,3,0,0,0,0,0,4,6,3,-2,5,0,-7,-1,-3,-2,1.2,1,0.15280135823429541,0.0,12.68251273344652
650,Lacroix,Defender,Crystal Palace,4.5,14,2.8,2,2.7,109.2,37.4,15.0,16.2,64,100,No news,,0.1,450,0,1,1,6,1.2,0,0,0,1,0,0,0,0,0,4,6,3,-2,5,0,-3,-1,-3,-2,2.2,1,0.0,0.2,3.0
623,M.Fernandes,Midfielder,Southampton,5.0,14,2.0,1,2.3,76.2,86.1,65.0,22.7,70,100,No news,,0.0,438,0,1,1,10,2.05,0,0,0,2,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.8,1,0.0,0.20547945205479454,13.356164383561644
10,Nelson,Midfielder,Fulham,5.0,14,2.3,1,2.0,70.8,56.8,60.0,18.7,56,100,No news,,0.1,98,1,1,0,3,2.76,0,0,0,1,0,0,1,0,0,1,5,3,-2,5,0,0,-1,-3,-2,2.0,2,0.9183673469387756,0.9183673469387756,55.102040816326536
181,Nkunku,Midfielder,Chelsea,6.0,14,1.8,1,1.0,62.8,50.9,97.0,21.0,52,100,No news,,2.9,139,1,0,0,1,0.65,0,0,0,0,0,0,1,1,0,1,5,3,-2,5,0,0,-1,-3,-2,1.5,1,0.6474820143884892,0.0,62.80575539568345
499,P.M.Sarr,Midfielder,Spurs,4.9,14,1.8,4,3.0,80.0,62.4,44.0,18.6,72,100,No news,,0.2,256,0,2,0,2,0.7,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,3.5,2,0.0,0.703125,15.46875
309,Winks,Midfielder,Leicester,4.5,14,2.0,3,1.7,109.0,148.7,1.0,26.0,98,100,No news,,13.1,585,0,1,0,12,1.85,0,0,0,2,0,0,0,0,1,1,5,3,-2,5,0,0,-1,-3,-2,1.7,1,0.0,0.15384615384615385,0.15384615384615385
518,Downes,Midfielder,Southampton,4.9,13,1.6,2,1.7,103.8,178.8,61.0,34.4,110,100,No news,,0.1,720,0,0,0,18,2.25,0,0,0,3,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.2,0,0.0,0.0,7.625
168,Enzo,Midfielder,Chelsea,4.9,13,1.9,1,1.3,79.0,149.4,57.0,28.6,86,100,No news,,1.3,548,0,0,1,8,1.31,0,0,0,1,0,0,0,1,1,1,5,3,-2,5,0,0,-1,-3,-2,1.8,0,0.0,0.0,9.36131386861314
222,Gana,Midfielder,Everton,4.9,13,1.9,3,1.7,52.0,13.3,35.0,10.0,56,100,No news,35.0,0.1,463,0,0,1,12,2.33,0,0,0,0,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.7,0,0.0,0.0,6.8034557235421165
378,Mainoo,Midfielder,Man Utd,5.2,13,1.9,0,1.0,73.2,57.7,23.0,15.6,92,0,Muscle injury,16.0,2.7,571,0,0,4,6,0.95,0,0,0,4,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.0,0,0.0,0.0,3.6252189141856395
14,Ramsdale,Goalkeeper,Southampton,4.4,13,2.2,1,1.7,174.2,0.0,0.0,17.4,40,100,No news,,2.2,540,0,0,0,16,2.67,0,0,0,0,0,23,0,0,0,4,10,3,-2,5,7,-8,-1,-3,-2,0.2,0,0.0,0.0,0.0
418,Trippier,Defender,Newcastle,5.7,13,2.6,0,3.3,44.6,65.7,11.0,12.1,46,0,Hamstring injury,22.0,4.2,278,0,0,1,3,0.97,0,0,0,0,0,0,2,1,1,4,6,3,-2,5,0,-1,-1,-3,-2,0.0,0,0.0,0.0,3.5611510791366907
371,Evans,Defender,Man Utd,4.4,12,3.0,1,3.3,37.8,3.3,6.0,4.7,47,100,No news,,0.1,200,0,0,1,1,0.45,0,0,0,1,0,0,3,0,0,4,6,3,-2,5,0,0,-1,-3,-2,3.3,0,0.0,0.0,2.6999999999999997
625,Gündogan,Midfielder,Man City,6.5,12,1.7,2,2.0,49.4,218.3,90.0,35.7,68,100,No news,,0.7,464,0,0,0,7,1.36,0,0,0,0,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,3.5,0,0.0,0.0,17.456896551724135
375,Højlund,Forward,Man Utd,6.9,12,3.0,8,3.7,35.0,17.6,32.0,8.3,44,100,No news,80.0,1.1,167,1,0,1,2,1.08,0,0,0,0,0,0,2,0,0,0,4,3,-2,5,0,0,-1,-3,-2,3.7,1,0.5389221556886228,0.0,17.24550898203593
205,Kamada,Midfielder,Crystal Palace,5.2,12,1.5,1,1.3,65.8,107.9,50.0,22.4,53,100,No news,,0.2,449,0,0,1,7,1.4,0,0,0,2,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.8,0,0.0,0.0,10.022271714922049
296,Kristiansen,Defender,Leicester,4.5,12,1.5,0,2.0,159.4,124.1,0.0,28.3,77,100,No news,,0.1,682,0,0,1,14,1.85,0,0,0,1,0,0,0,0,0,4,6,3,-2,5,0,-7,-1,-3,-2,2.0,0,0.0,0.0,0.0
231,Mykolenko,Defender,Everton,4.3,12,2.0,7,3.0,76.2,39.0,7.0,12.3,34,100,No news,17.0,4.1,475,0,0,1,11,2.08,0,0,0,0,0,0,1,0,0,4,6,3,-2,5,0,-5,-1,-3,-2,3.0,0,0.0,0.0,1.3263157894736843
437,N.Williams,Defender,Nottm Forest,4.4,12,1.5,1,0.7,74.2,62.1,72.0,20.9,48,100,No news,,0.5,351,0,0,1,2,0.51,0,0,0,3,0,0,0,1,0,4,6,3,-2,5,0,-1,-1,-3,-2,0.7,0,0.0,0.0,18.461538461538463
301,Okoli,Defender,Leicester,4.0,12,2.0,1,3.0,158.2,4.3,30.0,19.2,60,100,No news,,0.9,540,0,0,1,10,1.67,0,0,0,1,0,0,1,0,0,4,6,3,-2,5,0,-5,-1,-3,-2,3.0,0,0.0,0.0,5.0
361,Rúben,Defender,Man City,5.5,12,1.5,2,1.3,125.4,83.0,55.0,26.4,69,100,No news,,3.9,636,0,0,1,8,1.13,1,0,0,3,0,0,0,0,0,4,6,3,-2,5,0,-4,-1,-3,-2,2.8,0,0.0,0.0,7.783018867924529
509,Werner,Midfielder,Spurs,6.2,12,2.0,1,3.0,44.8,43.6,78.0,16.6,40,100,No news,35.0,0.2,212,0,1,1,4,1.7,0,0,0,0,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,3.5,1,0.0,0.4245283018867924,33.11320754716981
216,Wharton,Midfielder,Crystal Palace,4.8,12,1.7,0,1.0,95.8,128.9,43.0,26.8,95,100,No news,12.0,0.3,534,0,0,0,9,1.52,0,0,0,0,0,0,0,0,1,1,5,3,-2,5,0,0,-1,-3,-2,0.5,0,0.0,0.0,7.247191011235954
191,Andersen,Defender,Fulham,4.3,11,1.8,-2,2.3,134.8,19.8,33.0,18.8,57,0,No news,5.0,7.9,513,0,0,1,10,1.75,0,0,0,1,1,0,2,0,0,4,6,3,-2,5,0,-5,-1,-3,-2,0.0,0,0.0,0.0,5.7894736842105265
368,Casemiro,Midfielder,Man Utd,4.8,11,1.6,2,1.3,93.8,135.0,57.0,28.7,81,75,Calf injury,4.0,0.4,365,0,0,1,7,1.73,0,0,0,0,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.0,0,0.0,0.0,14.054794520547945
32,Cash,Defender,Aston Villa,4.4,11,2.8,2,2.7,26.8,16.2,9.0,5.2,40,100,No news,60.0,1.2,276,0,0,1,2,0.65,0,0,0,0,0,0,0,0,0,4,6,3,-2,5,0,-1,-1,-3,-2,2.7,0,0.0,0.0,2.934782608695652
35,Diego Carlos,Defender,Aston Villa,4.5,11,2.8,2,3.0,58.8,4.7,0.0,6.4,44,100,No news,28.0,0.5,348,0,0,1,4,1.03,0,0,0,0,0,0,0,0,0,4,6,3,-2,5,0,-2,-1,-3,-2,3.0,0,0.0,0.0,0.0
520,Emerson,Defender,West Ham,4.4,11,1.4,0,0.7,95.2,113.5,29.0,23.5,47,100,No news,40.0,0.6,593,0,0,1,14,2.12,0,0,0,2,0,0,0,0,0,4,6,3,-2,5,0,-7,-1,-3,-2,0.7,0,0.0,0.0,4.401349072512648
370,Eriksen,Midfielder,Man Utd,5.4,11,1.8,2,1.7,59.6,186.5,17.0,26.3,68,100,No news,,0.2,349,0,0,3,2,0.52,0,0,0,2,0,0,0,1,1,1,5,3,-2,5,0,0,-1,-3,-2,1.7,0,0.0,0.0,4.383954154727793
321,Gakpo,Forward,Liverpool,7.1,11,1.4,2,2.3,50.8,106.6,48.0,20.6,54,100,No news,,1.8,272,0,1,1,2,0.66,0,0,0,2,0,0,0,0,0,0,4,3,-2,5,0,0,-1,-3,-2,2.3,1,0.0,0.33088235294117646,15.882352941176471
270,Greaves,Defender,Ipswich,4.1,11,1.6,0,0.0,154.8,4.7,55.0,21.5,53,0,Hamstring injury - Expected back 24 Nov,4.0,5.3,630,0,0,1,14,2.0,0,0,0,1,0,0,0,0,0,4,6,3,-2,5,0,-7,-1,-3,-2,0.0,0,0.0,0.0,7.857142857142857
585,I.Sarr,Midfielder,Crystal Palace,5.8,11,1.4,1,1.0,22.8,61.5,92.0,17.6,46,100,No news,,0.2,234,0,1,0,2,0.77,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.5,1,0.0,0.3846153846153846,35.38461538461539
631,J.Clarke,Midfielder,Ipswich,5.5,11,1.8,2,2.7,51.2,63.7,42.0,15.5,41,100,No news,,0.0,301,0,1,0,8,2.39,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,2.7,1,0.0,0.29900332225913623,12.55813953488372
553,J.Gomes,Midfielder,Wolves,4.9,11,1.4,1,1.7,73.4,53.0,16.0,14.2,71,100,No news,,0.1,658,0,0,0,19,2.6,0,0,0,4,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.7,0,0.0,0.0,2.188449848024316
325,Kelleher,Goalkeeper,Liverpool,4.4,11,5.5,2,0.7,60.8,0.0,0.0,6.1,45,100,No news,,1.2,180,0,0,1,1,0.5,0,0,0,0,0,8,1,0,0,4,10,3,-2,5,2,0,-1,-3,-2,0.7,0,0.0,0.0,0.0
249,Lukić,Midfielder,Fulham,4.9,11,1.6,0,1.3,65.2,61.5,2.0,12.9,68,0,Shoulder injury - Expected back 23 Nov,8.0,0.0,548,0,0,2,6,0.99,0,0,0,4,0,0,0,1,0,1,5,3,-2,5,0,0,-1,-3,-2,0.0,0,0.0,0.0,0.3284671532846716
77,Scott,Midfielder,Bournemouth,4.8,11,1.4,3,1.7,71.0,65.5,21.0,15.8,54,100,No news,,0.0,258,0,0,1,3,1.05,0,0,0,0,0,0,0,1,1,1,5,3,-2,5,0,0,-1,-3,-2,1.7,0,0.0,0.0,7.325581395348837
282,Tuanzebe,Defender,Ipswich,4.0,11,1.8,0,0.0,102.0,43.0,19.0,16.4,46,0,Hand injury - Expected back 24 Nov,19.0,3.0,512,0,0,1,10,1.76,0,0,0,1,0,0,0,0,0,4,6,3,-2,5,0,-5,-1,-3,-2,0.0,0,0.0,0.0,3.33984375
189,W.Fofana,Defender,Chelsea,4.5,11,1.6,0,0.3,109.8,50.9,14.0,17.6,67,100,No news,17.0,0.5,596,0,0,1,8,1.21,0,0,0,5,0,0,2,0,0,4,6,3,-2,5,0,-4,-1,-3,-2,0.8,0,0.0,0.0,2.1140939597315436
600,Ayari,Midfielder,Brighton,5.0,10,1.7,2,1.0,50.4,76.7,56.0,18.4,38,100,No news,,0.0,279,0,0,2,1,0.32,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.0,0,0.0,0.0,18.064516129032256
29,Barkley,Midfielder,Aston Villa,5.2,10,1.4,1,1.3,51.4,64.5,28.0,14.3,38,100,No news,,0.4,226,0,1,1,2,0.8,0,0,0,2,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.3,1,0.0,0.39823008849557523,11.150442477876107
480,Bentancur,Midfielder,Spurs,5.0,10,1.4,1,2.0,47.8,48.0,35.0,13.1,72,100,No news,65.0,0.2,391,0,0,1,6,1.38,0,0,0,3,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,2.5,0,0.0,0.0,8.056265984654733
316,Darwin,Forward,Liverpool,7.1,10,2.0,1,0.3,58.2,21.1,48.0,12.8,48,100,No news,,2.1,193,1,0,1,2,0.93,0,0,0,1,0,0,0,1,0,0,4,3,-2,5,0,0,-1,-3,-2,0.3,1,0.46632124352331605,0.0,22.383419689119172
523,Ings,Forward,West Ham,5.0,10,3.3,0,0.3,36.6,0.8,36.0,7.4,34,100,No news,,2.3,28,1,0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,4,3,-2,5,0,0,-1,-3,-2,0.3,1,3.2142857142857144,0.0,115.71428571428571
204,Johnstone,Goalkeeper,Wolves,4.4,10,2.0,0,1.3,155.8,10.0,0.0,16.6,31,75,Groin Injury,3.0,0.5,450,0,0,0,13,2.6,0,0,0,0,0,19,0,0,0,4,10,3,-2,5,6,-6,-1,-3,-2,1.0,0,0.0,0.0,0.0
405,Krafth,Defender,Newcastle,4.4,10,3.3,0,0.0,44.2,10.9,11.0,6.6,34,100,No news,50.0,0.1,240,0,0,1,2,0.75,0,0,0,0,0,0,0,0,0,4,6,3,-2,5,0,-1,-1,-3,-2,-0.5,0,0.0,0.0,4.125
410,Longstaff,Midfielder,Newcastle,4.7,10,1.4,1,1.0,34.6,20.3,12.0,6.7,46,100,No news,,0.5,307,0,0,1,3,0.88,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.5,0,0.0,0.0,3.5179153094462543
48,McGinn,Midfielder,Aston Villa,5.2,10,1.7,1,0.3,16.4,51.2,36.0,10.4,49,100,No news,33.0,0.8,356,0,0,1,5,1.26,0,0,0,1,0,0,0,1,0,1,5,3,-2,5,0,0,-1,-3,-2,0.3,0,0.0,0.0,9.101123595505618
630,O'Shea,Defender,Ipswich,4.0,10,2.0,1,0.7,111.4,3.0,46.0,16.1,46,100,No news,6.0,0.8,422,0,0,1,9,1.92,0,0,0,1,0,0,1,0,0,4,6,3,-2,5,0,-4,-1,-3,-2,0.7,0,0.0,0.0,9.81042654028436
359,Phillips,Midfielder,Ipswich,4.9,10,2.0,2,2.0,44.4,42.6,11.0,9.8,56,100,No news,33.0,0.1,370,0,0,1,9,2.19,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,2.0,0,0.0,0.0,2.675675675675676
16,Rice,Midfielder,Arsenal,6.3,10,1.4,2,2.0,94.4,147.7,71.0,30.7,76,100,No news,53.0,2.8,582,0,0,2,8,1.24,0,0,0,2,1,0,0,1,1,1,5,3,-2,5,0,0,-1,-3,-2,2.0,0,0.0,0.0,10.97938144329897
476,Walker-Peters,Defender,Southampton,4.4,10,1.7,4,1.3,105.8,59.6,64.0,22.9,46,100,No news,,0.4,530,0,1,0,14,2.38,0,0,0,1,0,0,0,0,0,4,6,3,-2,5,0,-7,-1,-3,-2,-0.2,1,0.0,0.16981132075471697,10.867924528301886
149,Wieffer,Midfielder,Brighton,4.8,10,2.0,1,1.0,59.6,40.8,19.0,11.9,37,100,No news,56.0,0.1,209,0,1,1,5,2.15,0,0,0,0,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.0,1,0.0,0.43062200956937796,8.181818181818182
455,Bednarek,Defender,Southampton,4.0,9,1.1,1,0.7,208.8,42.9,6.0,25.7,54,100,No news,,3.2,710,0,0,0,18,2.28,0,0,0,2,0,0,0,0,0,4,6,3,-2,5,0,-9,-1,-3,-2,-0.8,0,0.0,0.0,0.7605633802816901
584,Brereton Díaz,Midfielder,Southampton,5.1,9,1.5,0,0.3,17.8,61.6,76.0,15.7,30,100,No news,,0.2,389,0,0,0,8,1.85,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,-1.2,0,0.0,0.0,17.583547557840618
194,C.Richards,Defender,Crystal Palace,4.4,9,2.2,0,0.0,56.8,3.6,6.0,6.7,35,0,Hamstring injury,27.0,0.1,343,0,0,1,5,1.31,0,0,0,1,0,0,0,0,0,4,6,3,-2,5,0,-2,-1,-3,-2,0.0,0,0.0,0.0,1.5743440233236152
196,Clyne,Defender,Crystal Palace,4.4,9,3.0,0,2.0,31.4,2.9,3.0,3.7,37,100,No news,,0.1,226,0,0,1,3,1.19,0,0,0,0,0,0,0,0,0,4,6,3,-2,5,0,-1,-1,-3,-2,1.5,0,0.0,0.0,1.1946902654867257
516,Coufal,Defender,West Ham,4.4,9,2.2,0,0.0,19.2,17.5,1.0,3.5,18,100,No news,,0.6,198,0,0,1,3,1.36,0,0,0,0,0,0,0,0,0,4,6,3,-2,5,0,-1,-1,-3,-2,0.0,0,0.0,0.0,0.45454545454545453
348,Foden,Midfielder,Man City,9.2,9,1.8,4,2.3,43.8,114.4,50.0,20.9,45,100,No news,55.0,6.9,190,0,1,0,1,0.47,0,0,0,0,0,0,0,0,1,1,5,3,-2,5,0,0,-1,-3,-2,3.8,1,0.0,0.47368421052631576,23.684210526315788
95,Jensen,Midfielder,Brentford,5.3,9,3.0,0,0.0,38.8,84.8,5.0,12.9,39,50,Calf injury,44.0,0.1,238,0,1,0,3,1.13,0,0,0,1,0,0,1,1,1,1,5,3,-2,5,0,0,-1,-3,-2,0.0,1,0.0,0.37815126050420167,1.8907563025210083
596,Jota Silva,Midfielder,Nottm Forest,5.9,9,1.3,1,1.0,44.0,35.0,53.0,13.3,34,100,No news,,0.1,140,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.0,1,0.0,0.6428571428571428,34.07142857142857
621,João Félix,Midfielder,Chelsea,6.1,9,1.8,0,0.3,45.0,19.9,57.0,12.1,33,100,No news,,0.5,118,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.8,1,0.7627118644067796,0.0,43.47457627118644
463,Lallana,Midfielder,Southampton,5.0,9,2.2,0,0.0,44.2,29.7,15.0,8.9,35,100,No news,70.0,0.0,113,0,2,0,1,0.8,0,0,0,2,0,0,1,0,0,1,5,3,-2,5,0,0,-1,-3,-2,-1.5,2,0.0,1.592920353982301,11.946902654867257
559,N.Semedo,Defender,Wolves,4.5,9,1.5,3,2.0,101.6,60.7,34.0,19.7,15,100,No news,99.0,0.1,510,0,2,0,14,2.47,0,0,0,4,0,0,0,0,0,4,6,3,-2,5,0,-7,-1,-3,-2,2.0,2,0.0,0.3529411764705882,6.0
560,Neto,Midfielder,Chelsea,6.2,9,1.1,1,0.7,58.6,132.0,31.0,22.2,42,100,No news,,0.5,285,0,1,0,3,0.95,0,0,0,2,0,0,0,0,1,1,5,3,-2,5,0,0,-1,-3,-2,1.2,1,0.0,0.31578947368421056,9.789473684210527
11,Nketiah,Forward,Crystal Palace,5.9,9,1.8,2,1.7,26.2,61.1,138.0,22.3,46,100,No news,,0.9,382,0,0,1,6,1.41,0,0,0,1,0,0,0,0,0,0,4,3,-2,5,0,0,-1,-3,-2,1.2,0,0.0,0.0,32.5130890052356
501,Skipp,Midfielder,Leicester,4.9,9,1.5,1,1.7,50.0,47.7,9.0,10.6,47,100,No news,,0.0,401,0,0,1,8,1.8,0,0,0,2,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.7,0,0.0,0.0,2.0199501246882794
620,Sosa,Midfielder,Nottm Forest,5.5,9,2.2,1,0.7,45.6,23.5,33.0,10.2,36,100,No news,,0.0,62,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.7,1,1.4516129032258065,0.0,47.903225806451616
142,Steele,Goalkeeper,Brighton,4.4,9,4.5,0,0.0,40.4,0.0,0.0,4.1,46,100,No news,,1.4,180,0,0,1,1,0.5,0,0,0,0,0,3,1,0,0,4,10,3,-2,5,1,0,-1,-3,-2,0.0,0,0.0,0.0,0.0
417,Tonali,Midfielder,Newcastle,5.5,9,1.5,2,2.0,47.0,50.4,66.0,16.3,58,100,No news,99.0,0.3,295,0,0,1,3,0.92,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.5,0,0.0,0.0,20.135593220338983
337,Tsimikas,Defender,Liverpool,4.6,9,2.2,0,2.0,17.6,10.9,2.0,3.2,37,100,No news,6.0,0.2,111,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,4,6,3,-2,5,0,0,-1,-3,-2,2.0,0,0.0,0.0,1.6216216216216215
388,Wan-Bissaka,Defender,West Ham,4.4,9,1.3,0,1.3,119.4,122.4,31.0,27.2,53,100,No news,,1.7,568,0,0,0,13,2.06,0,0,0,0,0,0,0,0,0,4,6,3,-2,5,0,-6,-1,-3,-2,1.3,0,0.0,0.0,4.911971830985916
420,Willock,Midfielder,Newcastle,4.8,9,1.5,1,1.0,41.6,68.7,20.0,13.1,35,100,No news,56.0,0.2,168,0,1,0,2,1.07,0,0,0,0,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.5,1,0.0,0.5357142857142857,10.714285714285714
622,Berge,Midfielder,Fulham,5.0,8,1.3,2,1.7,48.6,48.5,4.0,10.0,37,100,No news,,0.0,251,0,0,0,7,2.51,0,0,0,0,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.7,0,0.0,0.0,1.4342629482071714
264,Burns,Midfielder,Ipswich,4.9,8,1.3,2,1.7,18.2,60.6,19.0,9.0,39,100,No news,68.0,0.0,342,0,0,0,7,1.84,0,0,0,1,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.7,0,0.0,0.0,5.0
265,Chaplin,Midfielder,Ipswich,5.2,8,1.1,1,0.7,13.8,24.7,19.0,5.8,36,100,No news,,0.1,123,0,0,0,1,0.73,0,0,0,0,0,0,0,1,0,1,5,3,-2,5,0,0,-1,-3,-2,0.7,0,0.0,0.0,13.902439024390244
290,De Cordova-Reid,Midfielder,Leicester,5.2,8,1.3,1,1.0,9.4,14.9,19.0,4.3,21,100,No news,,0.1,159,0,0,0,4,2.26,0,0,0,0,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,1.0,0,0.0,0.0,10.754716981132075
226,Iroegbunam,Midfielder,Everton,4.5,8,1.3,0,0.3,47.0,27.1,29.0,10.4,29,0,Foot injury,7.0,0.9,381,0,0,0,13,3.07,0,0,0,2,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.0,0,0.0,0.0,6.850393700787402
404,Kelly,Defender,Newcastle,4.4,8,1.6,0,0.0,56.8,16.7,7.0,7.9,26,100,No news,,0.1,203,0,1,0,4,1.77,0,0,0,1,0,0,0,0,0,4,6,3,-2,5,0,-2,-1,-3,-2,-0.5,1,0.0,0.4433497536945813,3.103448275862069
206,Lerma,Midfielder,Crystal Palace,4.8,8,1.3,1,1.3,53.0,55.4,18.0,12.7,47,100,No news,52.0,0.1,393,0,0,1,5,1.15,0,0,0,3,0,0,0,0,0,1,5,3,-2,5,0,0,-1,-3,-2,0.8,0,0.0,0.0,4.122137404580153
